type,description,rate,hsn
service,"Services by way of sponsorship of sporting events organised - 
(a) by a national sports federation, or its affiliated federations, where the participating teams or individuals represent any district, State, zone or Country; 
(b) by Association of Indian Universities, Inter-University Sports Board, School Games Federation of India, All India Sports Council for the Deaf, Paralympic Committee of India or Special Olympics Bharat; 
(c) by the Central Civil Services Cultural and Sports Board; 
(d) as part of national games, by the Indian Olympic Association; or 
(e) under the Panchayat Yuva Kreeda Aur Khel Abhiyaan Scheme.",0,Heading 9985
service,"Services relating to cultivation of plants and rearing of all life forms of animals, except the rearing of horses, for food, fibre, fuel, raw material or other similar products or agricultural produce by way of—
(a) agricultural operations directly related to production of any agricultural produce including cultivation, harvesting, threshing, plant protection or testing;
(b) supply of farm labour; 
(c) processes carried out at an agricultural farm including tending, pruning, cutting, harvesting, drying, cleaning, trimming, sun drying, fumigating, curing, sorting, grading, cooling or bulk packaging and such like operations which do not alter the essential characteristics of agricultural produce but make it only marketable for the primary market; 
(d) renting or leasing of agro machinery or vacant land with or without a structure incidental to its use; 
(e) loading, unloading, packing, storage or warehousing of agricultural produce;
(f) agricultural extension services;
(g) services by any Agricultural Produce Marketing Committee or Board or services provided by a commission agent for sale or purchase of agricultural produce.",0,Heading 9986
service,"Carrying out an intermediate production process as job work in relation to cultivation of plants and rearing of all life forms of animals, except the rearing of horses, for food, fibre, fuel, raw material or other similar products or agricultural produce.",0,Heading 9986
service,Services by way of slaughtering of animals.,0,Heading 9988
service,"Services by way of pre-conditioning, pre-cooling, ripening, waxing, retail packing, labelling of fruits and vegetables which do not change or alter the essential characteristics of the said fruits or vegetables.",0,"Heading 9988
or 
any other Heading of Section 8 and Section 9"
service,"Services provided by the National Centre for Cold Chain Development under the Ministry of Agriculture, Cooperation and Farmer’s Welfare by way of cold chain knowledge dissemination.",0,"Heading 9988
or
Heading 9992"
service,Services by a foreign diplomatic mission located in India.,0,Heading 9999
service,"Services by a specified organisation in respect of a religious pilgrimage facilitated by the Ministry of External Affairs, the Government of India, under bilateral arrangement.",0,Heading 9991
service,"Services provided by the Central Government, State Government, Union territory or local authority by way of issuance of passport, visa, driving licence, birth certificate or death certificate.",0,Heading 9991
service,"Services provided by the Central Government, State Government, Union territory or local authority by way of tolerating non-performance of a contract for which consideration in the form of fines or liquidated damages is payable to the Central Government, State Government, Union territory or local authority under such contract.",0,"Heading 9991
or 
Heading 9997"
service,"Services provided by the Central Government, State Government, Union territory or local authority by way of assignment of right to use natural resources to an individual farmer for cultivation of plants and rearing of all life forms of animals, except the rearing of horses, for food, fibre, fuel, raw material or other similar products.",0,Heading 9991
service,"Services provided by the Central Government, State Government, Union territory or local authority by way of assignment of right to use any natural resource where such right to use was assigned by the Central Government, State Government, Union territory or local authority before the 1st  April, 2016: 
               Provided that the exemption shall apply only to tax payable on one time charge payable, in full upfront or in installments, for assignment of right to use such natural resource.",0,"Heading 9991
or 
Heading 9973"
